source,target
<ATTRS> มั่ก <CONT_START> เอ็มเคกับโดมิโนเลดี้ <START>,<ATTRS> มั่ก <CONT_START> เอ็มเคกับโดมิโนเลดี้ <START> เอ็มเคกับโดมิโนเลดี้มั่ก
<ATTRS> dc งาน ดี👍 <CONT_START> showเราเคยยย <START>,<ATTRS> dc งาน ดี👍 <CONT_START> showเราเคยยย <START> showdcงานดีเราเคยยย👍👍👍
<ATTRS> ▁ขอบคุณ <CONT_START> ล่วงหน้าที่เลี้ยงใน <START>,<ATTRS> ▁ขอบคุณ <CONT_START> ล่วงหน้าที่เลี้ยงใน <START> ขอบคุณล่วงหน้าที่เลี้ยงใน
<ATTRS> ให้ ผ่านไปด้วย <CONT_START> ลุล่วงครับ <START>,<ATTRS> ให้ ผ่านไปด้วย <CONT_START> ลุล่วงครับ <START> ให้ผ่านลุล่วงไปด้วยครับ
<ATTRS> ครอบครัว ที่ สมควร สมัครที่สุด <CONT_START>  <START>,<ATTRS> ครอบครัว ที่ สมควร สมัครที่สุด <CONT_START>  <START> ครอบครัวที่สมควรสมัครที่สุด
<ATTRS> ▁คิด ถูก คับ <CONT_START> ที่กินลีโอคูมื้อ55 <START>,<ATTRS> ▁คิด ถูก คับ <CONT_START> ที่กินลีโอคูมื้อ55 <START> คิดถูกคับที่กินลีโอคูมื้อ55
<ATTRS> ▁ชอบอร่อยดี <CONT_START> เกี๊ยวซ่าอ่ะก้อน <START>,<ATTRS> ▁ชอบอร่อยดี <CONT_START> เกี๊ยวซ่าอ่ะก้อน <START> ชอบเกี๊ยวซ่าอ่ะก้อนอร่อยดี
<ATTRS> ไม่ เหม็น <CONT_START> กว่าบุหรี่มวนอีก <START>,<ATTRS> ไม่ เหม็น <CONT_START> กว่าบุหรี่มวนอีก <START> กว่าบุหรี่มวนอีกไม่เหม็น
<ATTRS> ต้องจัดปะ <CONT_START> สาขาลำลูกกาคลอง2มี <START>,<ATTRS> ต้องจัดปะ <CONT_START> สาขาลำลูกกาคลอง2มี <START> ต้องจัดสาขาลำลูกกาคลอง2มีปะ
<ATTRS>  <CONT_START> ถ้าถูกจะเลี้ยงเอ็มเคแคบเลย <START>,<ATTRS>  <CONT_START> ถ้าถูกจะเลี้ยงเอ็มเคแคบเลย <START> ถ้าถูกจะเลี้ยงเอ็มเคแคบเลย
<ATTRS> ดีงาม <CONT_START> น้ำจิ้มโชยุไต้หวันมาก <START>,<ATTRS> ดีงาม <CONT_START> น้ำจิ้มโชยุไต้หวันมาก <START> น้ำจิ้มโชยุไต้หวันดีงามมาก
<ATTRS> อร่อยมาก <CONT_START> น้ำมะพร้าวอัญชันคับ <START>,<ATTRS> อร่อยมาก <CONT_START> น้ำมะพร้าวอัญชันคับ <START> น้ำมะพร้าวอัญชันอร่อยมากคับ
<ATTRS> อยากกิน <CONT_START> บาบีก้อนก็อีเหี้ยยย <START>,<ATTRS> อยากกิน <CONT_START> บาบีก้อนก็อีเหี้ยยย <START> บาบีก้อนก็อยากกินอีเหี้ยยย
<ATTRS> บุหรี่ ไฟฟ้า น่า กว่า <CONT_START> จริง <START>,<ATTRS> บุหรี่ ไฟฟ้า น่า กว่า <CONT_START> จริง <START> บุหรี่ไฟฟ้าน่ากว่าจริง
<ATTRS> ๆๆ เราไป▁ ไปพร้อม <CONT_START> ๆๆเรากันนนเราเสมอ <START>,<ATTRS> ๆๆ เราไป▁ ไปพร้อม <CONT_START> ๆๆเรากันนนเราเสมอ <START> ไปๆๆเราไปกันนนเราพร้อมเสมอ
<ATTRS> ▁ ไป <CONT_START> ไงพุธหน้าเลิก3ทุ่มรอนะ <START>,<ATTRS> ▁ ไป <CONT_START> ไงพุธหน้าเลิก3ทุ่มรอนะ <START> ไปไงพุธหน้าเลิก3ทุ่มรอนะ
<ATTRS> ▁ ไปเลยคุ้มค่า <CONT_START> 555โคตร <START>,<ATTRS> ▁ ไปเลยคุ้มค่า <CONT_START> 555โคตร <START> ไปเลย555โคตรคุ้มค่า
<ATTRS> ได้ เพราะ บุหรี่ ไฟฟ้า <CONT_START> ผมก็เลิก <START>,<ATTRS> ได้ เพราะ บุหรี่ ไฟฟ้า <CONT_START> ผมก็เลิก <START> ผมก็เลิกได้เพราะบุหรี่ไฟฟ้า
<ATTRS> ลงชื่อเอาใจช่วย <CONT_START> ผมนานละครับ <START>,<ATTRS> ลงชื่อเอาใจช่วย <CONT_START> ผมนานละครับ <START> ผมลงชื่อนานละเอาใจช่วยครับ
<ATTRS> ผ่าน คับสู้ๆๆ <CONT_START> ผ่านขอไห้ <START>,<ATTRS> ผ่าน คับสู้ๆๆ <CONT_START> ผ่านขอไห้ <START> ผ่านขอไห้ผ่านคับสู้ๆๆ
<ATTRS> ▁ พาไปกิน หน่อย☺ ️😊 <CONT_START> จิน้าๆๆ <START>,<ATTRS> ▁ พาไปกิน หน่อย☺ ️😊 <CONT_START> จิน้าๆๆ <START> พาไปกินหน่อยจิน้าๆๆ☺️😊
<ATTRS> สวยน่าทานมากๆๆ เลยค่ะ <CONT_START> ภาพใน <START>,<ATTRS> สวยน่าทานมากๆๆ เลยค่ะ <CONT_START> ภาพใน <START> ภาพสวยน่าทานมากๆๆเลยค่ะใน
<ATTRS> ฝีมือ จะ กาก แต่มี <CONT_START> แม้ดวงกิกะ <START>,<ATTRS> ฝีมือ จะ กาก แต่มี <CONT_START> แม้ดวงกิกะ <START> แม้ฝีมือจะกากแต่มีดวงกิกะ
<ATTRS> ไปลอง <CONT_START> เย็นนี้กันมั้ยกินเบาๆๆ <START>,<ATTRS> ไปลอง <CONT_START> เย็นนี้กันมั้ยกินเบาๆๆ <START> เย็นนี้ไปลองกันมั้ยกินเบาๆๆ
<ATTRS> สวยมากๆ <CONT_START> รถๆเลยค่ะในtoyotabuzz <START>,<ATTRS> สวยมากๆ <CONT_START> รถๆเลยค่ะในtoyotabuzz <START> รถสวยมากๆๆเลยค่ะในtoyotabuzz
<ATTRS> อยากกิน <CONT_START> รอกูกลับก่อนมาก <START>,<ATTRS> อยากกิน <CONT_START> รอกูกลับก่อนมาก <START> รอกูกลับก่อนอยากกินมาก
<ATTRS> ชอบ <CONT_START> แล้วแต่ไม่ก้อแล้วแต่ <START>,<ATTRS> ชอบ <CONT_START> แล้วแต่ไม่ก้อแล้วแต่ <START> แล้วแต่ชอบไม่ชอบก้อแล้วแต่
<ATTRS> ▁ว้าว <CONT_START> ววชีสยืดยืดใน <START>,<ATTRS> ▁ว้าว <CONT_START> ววชีสยืดยืดใน <START> ว้าวววชีสยืดยืดใน
<ATTRS> ไปหน่อย <CONT_START> สามีพาเค้าจิ😚 <START>,<ATTRS> ไปหน่อย <CONT_START> สามีพาเค้าจิ😚 <START> สามีพาเค้าไปหน่อยจิ😚
<ATTRS> สู้ๆๆใจ ให้ ครับ <CONT_START> ครับเป็นกำลง <START>,<ATTRS> สู้ๆๆใจ ให้ ครับ <CONT_START> ครับเป็นกำลง <START> สู้ๆๆครับเป็นกำลงใจให้ครับ
<ATTRS> ไม่ อันตราย ด้วยครับ <CONT_START> หอมไม่ <START>,<ATTRS> ไม่ อันตราย ด้วยครับ <CONT_START> หอมไม่ <START> หอมไม่ไม่อันตรายด้วยครับ
<ATTRS>  <CONT_START> เหมาะกะมึงที่สัสคะเอ้ยสุด <START>,<ATTRS>  <CONT_START> เหมาะกะมึงที่สัสคะเอ้ยสุด <START> เหมาะกะมึงที่สัสคะเอ้ยสุด
<ATTRS> ▁อยากกิน <CONT_START> บาบิก้อนสัส <START>,<ATTRS> ▁อยากกิน <CONT_START> บาบิก้อนสัส <START> อยากกินบาบิก้อนสัส
<ATTRS> อะ อยาก แดก <CONT_START> อะไรก็ได้ตอนนี้บุไฟ <START>,<ATTRS> อะ อยาก แดก <CONT_START> อะไรก็ได้ตอนนี้บุไฟ <START> อะไรก็ได้ตอนนี้อะอยากแดกบุไฟ
<ATTRS> ปัง มาก <CONT_START> ครับโดนเฉพาะcelerio <START>,<ATTRS> ปัง มาก <CONT_START> ครับโดนเฉพาะcelerio <START> ครับโดนเฉพาะcelerioปังมาก
<ATTRS> ▁ จัดหิว วว <CONT_START> เลยอย่าได้รอช้าในข้า <START>,<ATTRS> ▁ จัดหิว วว <CONT_START> เลยอย่าได้รอช้าในข้า <START> จัดเลยอย่าได้รอช้าในข้าหิววว
<ATTRS> จัด <CONT_START> เจ๊!!!เราต้องแล้วล่ะค่ะ <START>,<ATTRS> จัด <CONT_START> เจ๊!!!เราต้องแล้วล่ะค่ะ <START> เจ๊!!!เราต้องจัดแล้วล่ะค่ะ
<ATTRS> ไป คร่า <CONT_START> เชิญเพื่อนกินเอ็มเค <START>,<ATTRS> ไป คร่า <CONT_START> เชิญเพื่อนกินเอ็มเค <START> เชิญเพื่อนกินเอ็มเคไปคร่า
<ATTRS> ดี จุง <CONT_START> งงกล้ายอมรับและปรับปรุง <START>,<ATTRS> ดี จุง <CONT_START> งงกล้ายอมรับและปรับปรุง <START> ดีจุงงงกล้ายอมรับและปรับปรุง
<ATTRS> ไปอีก จะ <CONT_START> ถ้าพักที่นี่แหละครับ <START>,<ATTRS> ไปอีก จะ <CONT_START> ถ้าพักที่นี่แหละครับ <START> ถ้าไปอีกจะพักที่นี่แหละครับ
<ATTRS> แดก กก <CONT_START> แท็กตั้ง9ครั้งเลขมงคลไป <START>,<ATTRS> แดก กก <CONT_START> แท็กตั้ง9ครั้งเลขมงคลไป <START> แท็กตั้ง9ครั้งเลขมงคลไปแดกกก
<ATTRS> อยากกินไปกิน หน่อย <CONT_START> น้องพาน้อง <START>,<ATTRS> อยากกินไปกิน หน่อย <CONT_START> น้องพาน้อง <START> น้องอยากกินพาน้องไปกินหน่อย
<ATTRS> ▁น่า ไปของ มัก <CONT_START> ยุแสงสีครับใน <START>,<ATTRS> ▁น่า ไปของ มัก <CONT_START> ยุแสงสีครับใน <START> น่าไปยุแสงสีของมักครับใน
<ATTRS> ที่ต้องการ <CONT_START> นี่ไงคะในมันม่วง <START>,<ATTRS> ที่ต้องการ <CONT_START> นี่ไงคะในมันม่วง <START> นี่ไงคะในมันม่วงที่ต้องการ
<ATTRS> ▁ ป่ะไป สัก <CONT_START> ๆๆหลายรอบมิได้รอบ <START>,<ATTRS> ▁ ป่ะไป สัก <CONT_START> ๆๆหลายรอบมิได้รอบ <START> ป่ะๆๆหลายรอบมิได้ไปสักรอบ
<ATTRS> ▁ ป่ะๆๆ กินเอม เค กัน <CONT_START> ค่ะพี่เบียร์ <START>,<ATTRS> ▁ ป่ะๆๆ กินเอม เค กัน <CONT_START> ค่ะพี่เบียร์ <START> ป่ะๆๆกินเอมเคกันค่ะพี่เบียร์
<ATTRS> ▁ ไป <CONT_START> ๆๆคุณนายดาเดี๋ยวเลี้ยงเอง <START>,<ATTRS> ▁ ไป <CONT_START> ๆๆคุณนายดาเดี๋ยวเลี้ยงเอง <START> ไปๆๆคุณนายดาเดี๋ยวเลี้ยงเอง
<ATTRS>  <CONT_START> พนักงานทุกต้อนรับและดูแลดี <START>,<ATTRS>  <CONT_START> พนักงานทุกต้อนรับและดูแลดี <START> พนักงานทุกต้อนรับและดูแลดี
<ATTRS> ▁พรุ่งนี้ไปกิน เห็นแล้ว <CONT_START> จะแซ่ <START>,<ATTRS> ▁พรุ่งนี้ไปกิน เห็นแล้ว <CONT_START> จะแซ่ <START> พรุ่งนี้จะไปกินเห็นแล้วแซ่
<ATTRS> ▁ พาไปกิน หน่อยอยาก กก <CONT_START> kfcด้วย <START>,<ATTRS> ▁ พาไปกิน หน่อยอยาก กก <CONT_START> kfcด้วย <START> พาไปกินหน่อยkfcด้วยอยากกก
<ATTRS> ▁ พาไปกิน หน่อย <CONT_START> มิได้ไปนานแล้ว <START>,<ATTRS> ▁ พาไปกิน หน่อย <CONT_START> มิได้ไปนานแล้ว <START> พาไปกินหน่อยมิได้ไปนานแล้ว
<ATTRS> ไม่บอก ก็รู้ว่าจะพาไป😘 <CONT_START> เลี้ยง <START>,<ATTRS> ไม่บอก ก็รู้ว่าจะพาไป😘 <CONT_START> เลี้ยง <START> ไม่บอกก็รู้ว่าจะพาไปเลี้ยง😘
<ATTRS> น่าทาน <CONT_START> เยอะมากทั้งนั้นเลยค่ะ <START>,<ATTRS> น่าทาน <CONT_START> เยอะมากทั้งนั้นเลยค่ะ <START> เยอะมากน่าทานทั้งนั้นเลยค่ะ
<ATTRS> ▁ ราคาไม่แพงคุ้ม <CONT_START> กับเงินที่จ่าย <START>,<ATTRS> ▁ ราคาไม่แพงคุ้ม <CONT_START> กับเงินที่จ่าย <START> ราคาไม่แพงคุ้มกับเงินที่จ่าย
<ATTRS> ▁วันนี้ ไปไหน ดีอยากกิน <CONT_START> บาบีกอใน <START>,<ATTRS> ▁วันนี้ ไปไหน ดีอยากกิน <CONT_START> บาบีกอใน <START> วันนี้ไปไหนดีอยากกินบาบีกอใน
<ATTRS> ▁ว้าวดีใจมากๆๆ เลยค่า <CONT_START> มาใน <START>,<ATTRS> ▁ว้าวดีใจมากๆๆ เลยค่า <CONT_START> มาใน <START> ว้าวดีใจมากๆๆเลยค่ามาใน
<ATTRS> ▁ว้าวไป อิ่ม <CONT_START> ท้องแตกมันมั้ย <START>,<ATTRS> ▁ว้าวไป อิ่ม <CONT_START> ท้องแตกมันมั้ย <START> ว้าวไปอิ่มท้องแตกมันมั้ย
<ATTRS> สู้ๆๆหนึ่ง เสียง <CONT_START> ครับเป็นอีครับ <START>,<ATTRS> สู้ๆๆหนึ่ง เสียง <CONT_START> ครับเป็นอีครับ <START> สู้ๆๆครับเป็นอีหนึ่งเสียงครับ
<ATTRS> ▁อยากกินา ไปหน่อย <CONT_START> จุลงเพื่อนจ้าพ <START>,<ATTRS> ▁อยากกินา ไปหน่อย <CONT_START> จุลงเพื่อนจ้าพ <START> อยากกินจุลงเพื่อนจ้าพาไปหน่อย
<ATTRS> ▁อยากกินพาไป กิน <CONT_START> อีกแระโหนิยาย <START>,<ATTRS> ▁อยากกินพาไป กิน <CONT_START> อีกแระโหนิยาย <START> อยากกินอีกแระพาไปกินโหนิยาย
<ATTRS> เอ็ม เค ไง มึงอยากกิน <CONT_START> มิใช่หรอ <START>,<ATTRS> เอ็ม เค ไง มึงอยากกิน <CONT_START> มิใช่หรอ <START> เอ็มเคไงมึงอยากกินมิใช่หรอ
<ATTRS> อร่อย <CONT_START> ก้อนอบบาร์บีคิวน่านะครับ <START>,<ATTRS> อร่อย <CONT_START> ก้อนอบบาร์บีคิวน่านะครับ <START> ก้อนอบบาร์บีคิวน่าอร่อยนะครับ
<ATTRS> ฟิน <CONT_START> กินแล้วค่ะน.ดูจากรูป. <START>,<ATTRS> ฟิน <CONT_START> กินแล้วค่ะน.ดูจากรูป. <START> กินแล้วค่ะน.ดูจากรูป.ฟิน
<ATTRS> ชอบ <CONT_START> กูกินช้างละเจอคนเทวะ5 <START>,<ATTRS> ชอบ <CONT_START> กูกินช้างละเจอคนเทวะ5 <START> กูกินช้างละชอบเจอคนเทวะ5
<ATTRS> ไปกิน บ า บี <CONT_START> เก็บเงินก้อนก่อน555 <START>,<ATTRS> ไปกิน บ า บี <CONT_START> เก็บเงินก้อนก่อน555 <START> เก็บเงินไปกินบาบีก้อนก่อน555
<ATTRS> กําลังใจขอขอบคุณ <CONT_START> และเป็นกำลังใจให้ครับ <START>,<ATTRS> กําลังใจขอขอบคุณ <CONT_START> และเป็นกำลังใจให้ครับ <START> ขอขอบคุณและเป็นกำลังใจให้ครับ
<ATTRS> ดี คับ <CONT_START> ขัดออกจากคอดำๆๆหายดำเลย <START>,<ATTRS> ดี คับ <CONT_START> ขัดออกจากคอดำๆๆหายดำเลย <START> ขัดออกดีคับจากคอดำๆๆหายดำเลย
<ATTRS> จัดให้😋 <CONT_START> โหนายวันนี้ <START>,<ATTRS> จัดให้😋 <CONT_START> โหนายวันนี้ <START> จัดให้โหนายวันนี้😋
<ATTRS> ชอบมากสุดๆ <CONT_START> ใช้แป้งโชพี่เนยพ.ศ.ๆ <START>,<ATTRS> ชอบมากสุดๆ <CONT_START> ใช้แป้งโชพี่เนยพ.ศ.ๆ <START> ใช้แป้งโชพี่เนยชอบมากพ.ศ.สุดๆๆ
<ATTRS> อร่อยดีไปหน่อย <CONT_START> ซุปน้ำดำแตกหวาน <START>,<ATTRS> อร่อยดีไปหน่อย <CONT_START> ซุปน้ำดำแตกหวาน <START> ซุปน้ำดำอร่อยดีแตกหวานไปหน่อย
<ATTRS> ดีค่ะ <CONT_START> ใด้รับของแล้วค่ะแพ็กของ <START>,<ATTRS> ดีค่ะ <CONT_START> ใด้รับของแล้วค่ะแพ็กของ <START> ใด้รับของแล้วค่ะแพ็กของดีค่ะ
<ATTRS> ชอบ <CONT_START> นิกสันมาส🚗ประหยัดตอง <START>,<ATTRS> ชอบ <CONT_START> นิกสันมาส🚗ประหยัดตอง <START> นิกสันมาส🚗ประหยัดตองชอบ
<ATTRS> ▁ ไป <CONT_START> ค่ะป๋าหมีมารับรองด้วยมะคะ <START>,<ATTRS> ▁ ไป <CONT_START> ค่ะป๋าหมีมารับรองด้วยมะคะ <START> ไปค่ะป๋าหมีมารับรองด้วยมะคะ
<ATTRS> น่ารัก <CONT_START> รักก้อนในร้าก้อน😙 <START>,<ATTRS> น่ารัก <CONT_START> รักก้อนในร้าก้อน😙 <START> รักก้อนในร้าก้อนน่ารัก😙
<ATTRS> ▁รัก เจ้ <CONT_START> บิวตี้บ๊อคเกอร์นต่อไป <START>,<ATTRS> ▁รัก เจ้ <CONT_START> บิวตี้บ๊อคเกอร์นต่อไป <START> รักเจ้บิวตี้บ๊อคเกอร์นต่อไป
<ATTRS> ▁รัก เลย😘 <CONT_START> ในmitsubishiในattrage <START>,<ATTRS> ▁รัก เลย😘 <CONT_START> ในmitsubishiในattrage <START> รักเลย😘ในmitsubishiในattrage
<ATTRS> ป่ะอยากกิน <CONT_START> เลี้ยงสายนี้กุ5 <START>,<ATTRS> ป่ะอยากกิน <CONT_START> เลี้ยงสายนี้กุ5 <START> เลี้ยงสายนี้ป่ะกุอยากกิน5
<ATTRS> ▁วันนี้ ไปจัดอร่อย <CONT_START> มาแล้วจุเบย <START>,<ATTRS> ▁วันนี้ ไปจัดอร่อย <CONT_START> มาแล้วจุเบย <START> วันนี้ไปจัดมาแล้วอร่อยจุเบย
<ATTRS> ได ชอบกิน <CONT_START> ว่าแล้วไฮเนเก้น5 <START>,<ATTRS> ได ชอบกิน <CONT_START> ว่าแล้วไฮเนเก้น5 <START> ว่าแล้วไดชอบกินไฮเนเก้น5
<ATTRS>  <CONT_START> วิ่งไปจุดพลุที่ร้านบาร์บีก้อน <START>,<ATTRS>  <CONT_START> วิ่งไปจุดพลุที่ร้านบาร์บีก้อน <START> วิ่งไปจุดพลุที่ร้านบาร์บีก้อน
<ATTRS> สวยมาก <CONT_START> อยากเอารีโว่ไปเทินเลย55 <START>,<ATTRS> สวยมาก <CONT_START> อยากเอารีโว่ไปเทินเลย55 <START> สวยมากอยากเอารีโว่ไปเทินเลย55
<ATTRS> กําลังใจสู้ๆๆ <CONT_START> นะครับเป็นกำลังใจให้ครับ <START>,<ATTRS> กําลังใจสู้ๆๆ <CONT_START> นะครับเป็นกำลังใจให้ครับ <START> สู้ๆๆนะครับเป็นกำลังใจให้ครับ
<ATTRS> โอ้ย ถูก <CONT_START> หงส์ทองรือจะหงส์ทองจัย <START>,<ATTRS> โอ้ย ถูก <CONT_START> หงส์ทองรือจะหงส์ทองจัย <START> หงส์ทองรือจะหงส์ทองโอ้ยถูกจัย
<ATTRS> นายก เสร็จ แน่นอน ที่รัก <CONT_START> หลังรับ <START>,<ATTRS> นายก เสร็จ แน่นอน ที่รัก <CONT_START> หลังรับ <START> หลังรับนายกเสร็จแน่นอนที่รัก
<ATTRS> ▁อยากกิน <CONT_START>  <START>,<ATTRS> ▁อยากกิน <CONT_START>  <START> อยากกิน
<ATTRS> ชอบกิน เป็ด <CONT_START> 5แฟนน่าก็เอ็มเค <START>,<ATTRS> ชอบกิน เป็ด <CONT_START> 5แฟนน่าก็เอ็มเค <START> 5แฟนน่าก็ชอบกินเป็ดเอ็มเค
<ATTRS> อร่อย <CONT_START> ในคะนู๋คอนเดิมมีมีอิสิ <START>,<ATTRS> อร่อย <CONT_START> ในคะนู๋คอนเดิมมีมีอิสิ <START> ในอร่อยคะนู๋คอนเดิมมีมีอิสิ
<ATTRS> บริการดี <CONT_START> เจ้าของยิ้มแย้มสุภาพ <START>,<ATTRS> บริการดี <CONT_START> เจ้าของยิ้มแย้มสุภาพ <START> เจ้าของบริการดียิ้มแย้มสุภาพ
<ATTRS> ต้องจัดสักหน่อย <CONT_START> บังเกิดน้องล่ะ <START>,<ATTRS> ต้องจัดสักหน่อย <CONT_START> บังเกิดน้องล่ะ <START> ต้องจัดบังเกิดน้องสักหน่อยล่ะ
<ATTRS> บุหรี่ ไฟฟ้า กว่า ประหยัด <CONT_START> กว่าน. <START>,<ATTRS> บุหรี่ ไฟฟ้า กว่า ประหยัด <CONT_START> กว่าน. <START> บุหรี่ไฟฟ้ากว่าประหยัดกว่าน.
<ATTRS> ▁ ไป <CONT_START> กีดกันฉลองบังเกิดย้อนหลังกัน <START>,<ATTRS> ▁ ไป <CONT_START> กีดกันฉลองบังเกิดย้อนหลังกัน <START> ไปกีดกันฉลองบังเกิดย้อนหลังกัน
<ATTRS> กิน เลยค่ะอยากกิน <CONT_START> ไม่เคยมาก <START>,<ATTRS> กิน เลยค่ะอยากกิน <CONT_START> ไม่เคยมาก <START> ไม่เคยกินเลยค่ะอยากกินมาก
<ATTRS>  <CONT_START> ไม่เคยรักใครเท่าบาร์บีก้อนแล้ว <START>,<ATTRS>  <CONT_START> ไม่เคยรักใครเท่าบาร์บีก้อนแล้ว <START> ไม่เคยรักใครเท่าบาร์บีก้อนแล้ว
<ATTRS> คุ้มมาก คะดี ราคาไม่แพง <CONT_START> ราคาใช้ <START>,<ATTRS> คุ้มมาก คะดี ราคาไม่แพง <CONT_START> ราคาใช้ <START> ราคาคุ้มมากคะใช้ดีราคาไม่แพง
<ATTRS> วันไหน ดี <CONT_START> พี่กลับสีหน้าแล้วจะร้า <START>,<ATTRS> วันไหน ดี <CONT_START> พี่กลับสีหน้าแล้วจะร้า <START> วันไหนดีพี่กลับสีหน้าแล้วจะร้า
<ATTRS> กําลังใจ <CONT_START> ส่งกำลังใจให้ทีมงานทุกหนครับ <START>,<ATTRS> กําลังใจ <CONT_START> ส่งกำลังใจให้ทีมงานทุกหนครับ <START> ส่งกำลังใจให้ทีมงานทุกหนครับ
<ATTRS>  <CONT_START> สนป่าวถ้าสนกูจะได้เก็บตังไปกิน <START>,<ATTRS>  <CONT_START> สนป่าวถ้าสนกูจะได้เก็บตังไปกิน <START> สนป่าวถ้าสนกูจะได้เก็บตังไปกิน
<ATTRS> ▁สวย <CONT_START> ด้วยกานิเย่มะต้องใช้แอพอค่ะ <START>,<ATTRS> ▁สวย <CONT_START> ด้วยกานิเย่มะต้องใช้แอพอค่ะ <START> สวยด้วยกานิเย่มะต้องใช้แอพอค่ะ
<ATTRS>  <CONT_START> สาขาเซ็นทรัลบางตาก็เนื้อเยอะนะ <START>,<ATTRS>  <CONT_START> สาขาเซ็นทรัลบางตาก็เนื้อเยอะนะ <START> สาขาเซ็นทรัลบางตาก็เนื้อเยอะนะ
<ATTRS> ▁สุดยอดชื่นชม คับ <CONT_START> คับพวกพี่น. <START>,<ATTRS> ▁สุดยอดชื่นชม คับ <CONT_START> คับพวกพี่น. <START> สุดยอดคับพวกพี่น.ชื่นชมคับ
<ATTRS> สุ้ผมจะไป <CONT_START> คับถ้าไม่ยุไกลด้วย <START>,<ATTRS> สุ้ผมจะไป <CONT_START> คับถ้าไม่ยุไกลด้วย <START> สุ้สุ้คับถ้าไม่ยุไกลผมจะไปด้วย
<ATTRS> ▁อยากกินจัดไป <CONT_START> สอบเสร็จคะ5 <START>,<ATTRS> ▁อยากกินจัดไป <CONT_START> สอบเสร็จคะ5 <START> อยากกินสอบเสร็จจัดไปคะ5
<ATTRS> 😍 <CONT_START> อยากลองกองcanmakeค่ามา <START>,<ATTRS> 😍 <CONT_START> อยากลองกองcanmakeค่ามา <START> อยากลองกองcanmakeค่ามา😍
<ATTRS> ▁ ขอบคุณครับสู้เพื่อ <CONT_START> ที่พวกเราครับ <START>,<ATTRS> ▁ ขอบคุณครับสู้เพื่อ <CONT_START> ที่พวกเราครับ <START> ขอบคุณครับที่สู้เพื่อพวกเราครับ
<ATTRS> โคตร ได้ <CONT_START> 5 <START>,<ATTRS> โคตร ได้ <CONT_START> 5 <START> โคตรได้5
<ATTRS> ▁ จัดๆๆ มะ <CONT_START> พิมเดอะวอคนใกล้ออฟฟิศเลย <START>,<ATTRS> ▁ จัดๆๆ มะ <CONT_START> พิมเดอะวอคนใกล้ออฟฟิศเลย <START> จัดๆๆมะพิมเดอะวอคนใกล้ออฟฟิศเลย
<ATTRS> จะไป มัน <CONT_START> แจ่มแค่นี้ทุกหนเลยใน <START>,<ATTRS> จะไป มัน <CONT_START> แจ่มแค่นี้ทุกหนเลยใน <START> แจ่มแค่นี้จะไปมันทุกหนเลยใน
<ATTRS> ต้อง ได้กิน <CONT_START> เชิดคอลีโออย่างกุ <START>,<ATTRS> ต้อง ได้กิน <CONT_START> เชิดคอลีโออย่างกุ <START> เชิดคอลีโออย่างกุต้องได้กิน
<ATTRS> ยินดี <CONT_START> ด้วยความเป็นอย่างยิ่งคร้าบ <START>,<ATTRS> ยินดี <CONT_START> ด้วยความเป็นอย่างยิ่งคร้าบ <START> ด้วยความยินดีเป็นอย่างยิ่งคร้าบ
<ATTRS> จัด <CONT_START> เดขอไปบาบีก้อนกับพี่ใจก่อนใน <START>,<ATTRS> จัด <CONT_START> เดขอไปบาบีก้อนกับพี่ใจก่อนใน <START> เดขอไปจัดบาบีก้อนกับพี่ใจก่อนใน
<ATTRS> มา ด้วยค่ะขอบคุณค่ะ <CONT_START> ได้ถุงผ้าแถม <START>,<ATTRS> มา ด้วยค่ะขอบคุณค่ะ <CONT_START> ได้ถุงผ้าแถม <START> ได้ถุงผ้าแถมมาด้วยค่ะขอบคุณค่ะ
<ATTRS>  <CONT_START> ที่บ้านร้อนมากมีป๋องดำคลายร้อน <START>,<ATTRS>  <CONT_START> ที่บ้านร้อนมากมีป๋องดำคลายร้อน <START> ที่บ้านร้อนมากมีป๋องดำคลายร้อน
<ATTRS> ผ้าอนามัย ในฝัน กู <CONT_START> ที่ไหนมีขายเลย <START>,<ATTRS> ผ้าอนามัย ในฝัน กู <CONT_START> ที่ไหนมีขายเลย <START> ที่ไหนมีขายผ้าอนามัยในฝันกูเลย
<ATTRS> ▁ ไปๆๆ กันครับวันไหน บอก <CONT_START> ว่างล่ะกัน <START>,<ATTRS> ▁ ไปๆๆ กันครับวันไหน บอก <CONT_START> ว่างล่ะกัน <START> ไปๆๆกันครับว่างวันไหนบอกล่ะกัน
<ATTRS> ปลื้ม <CONT_START> มีหมี่ต้มนำด้วยโอ๊ยยยน้อย <START>,<ATTRS> ปลื้ม <CONT_START> มีหมี่ต้มนำด้วยโอ๊ยยยน้อย <START> มีหมี่ต้มนำด้วยโอ๊ยยยน้อยปลื้ม
<ATTRS> ยอม ใจ พวก พี่ๆขอบคุณ <CONT_START> ๆๆๆเลยคาไฟ <START>,<ATTRS> ยอม ใจ พวก พี่ๆขอบคุณ <CONT_START> ๆๆๆเลยคาไฟ <START> ยอมใจพวกพี่ๆๆๆๆเลยขอบคุณคาไฟ
<ATTRS> มากครับ กินง่ายไม่ ขม คอ <CONT_START> รสชาติ <START>,<ATTRS> มากครับ กินง่ายไม่ ขม คอ <CONT_START> รสชาติ <START> รสชาติมากครับกินง่ายไม่ขมคอ
