source,target
<ATTRS> หมดไม่ควรเสียใจผิดหวังแพง <CONT_START> อายุแล้วเอามาลงขายค่ะมากๆค่ะกว่าจะด้วยนะ <START>,<ATTRS> หมดไม่ควรเสียใจผิดหวังแพง <CONT_START> อายุแล้วเอามาลงขายค่ะมากๆค่ะกว่าจะด้วยนะ <START> หมดอายุแล้วไม่ควรเอามาลงขายค่ะเสียใจผิดหวังมากๆค่ะกว่าจะหมดแพงด้วยนะ
<ATTRS> ช้ามาก▁ตอนนี้ ยังไม่ได้ ของ <CONT_START> ส่ง  <START>,<ATTRS> ช้ามาก▁ตอนนี้ ยังไม่ได้ ของ <CONT_START> ส่ง  <START> ส่งช้ามาก ตอนนี้ยังไม่ได้ของ
<ATTRS> ผิดหวังมากไม่ดี <CONT_START> ได้รับของแล้ว เลยค่ะ <START>,<ATTRS> ผิดหวังมากไม่ดี <CONT_START> ได้รับของแล้ว เลยค่ะ <START> ได้รับของแล้วผิดหวังมาก ไม่ดีเลยค่ะ
<ATTRS> สินค้า ไม่มีคุณภาพ สาย กางเกง ไม่เท่ากัน <CONT_START>  <START>,<ATTRS> สินค้า ไม่มีคุณภาพ สาย กางเกง ไม่เท่ากัน <CONT_START>  <START> สินค้าไม่มีคุณภาพสายกางเกงไม่เท่ากัน
<ATTRS> รําคาญช้า สุดๆ <CONT_START> รอจนรำคาญละ <START>,<ATTRS> รําคาญช้า สุดๆ <CONT_START> รอจนรำคาญละ <START> ช้าสุดๆรอจนรำคาญละ
<ATTRS> ผิดหวังมากไม่ดีเลย <CONT_START> สินค้าไม่เหมือนในรูป  เย็บ <START>,<ATTRS> ผิดหวังมากไม่ดีเลย <CONT_START> สินค้าไม่เหมือนในรูป  เย็บ <START> สินค้าไม่เหมือนในรูป ผิดหวังมาก เย็บไม่ดีเลย
<ATTRS> สิว ขึ้นแพ้เซ็งเสียดาย <CONT_START> ใช้แล้วเต็มเลยไม่รู้รึเปล่า....เลยเหลือตั้งเยอะมาก <START>,<ATTRS> สิว ขึ้นแพ้เซ็งเสียดาย <CONT_START> ใช้แล้วเต็มเลยไม่รู้รึเปล่า....เลยเหลือตั้งเยอะมาก <START> ใช้แล้วสิวขึ้นเต็มเลยไม่รู้แพ้รึเปล่า....เซ็งเลยเหลือตั้งเยอะเสียดายมาก
<ATTRS> แย่มากใช้งาน ไม่ได้ <CONT_START> คุณภาพแม้แต่ครั้งเดียว <START>,<ATTRS> แย่มากใช้งาน ไม่ได้ <CONT_START> คุณภาพแม้แต่ครั้งเดียว <START> คุณภาพแย่มากใช้งานไม่ได้แม้แต่ครั้งเดียว
<ATTRS> ▁ไม่ แนะนําให้ผิดหวังมาก <CONT_START>  ไม่แนะนำให้ใช้ค่ะ <START>,<ATTRS> ▁ไม่ แนะนําให้ผิดหวังมาก <CONT_START>  ไม่แนะนำให้ใช้ค่ะ <START> ผิดหวังมาก ไม่แนะนำให้ใช้ค่ะ
<ATTRS> แพงกว่าแย่มากเสีย <CONT_START> สรุปท้องตลาดคะความ <START>,<ATTRS> แพงกว่าแย่มากเสีย <CONT_START> สรุปท้องตลาดคะความ <START> สรุปแพงกว่าท้องตลาดคะแย่มากเสียความ
<ATTRS> ผิดหวังมาก <CONT_START> รู้สึก ไม่ใช่แบบที่หวังไว้เลยย <START>,<ATTRS> ผิดหวังมาก <CONT_START> รู้สึก ไม่ใช่แบบที่หวังไว้เลยย <START> รู้สึกผิดหวังมาก ไม่ใช่แบบที่หวังไว้เลยย
<ATTRS> แย่มาก▁ไม่ ส่ง ของแถม <CONT_START> ๆๆๆๆ มาให้ตามที่โฆษณา <START>,<ATTRS> แย่มาก▁ไม่ ส่ง ของแถม <CONT_START> ๆๆๆๆ มาให้ตามที่โฆษณา <START> แย่มากๆๆๆๆ ไม่ส่งของแถมมาให้ตามที่โฆษณา
<ATTRS> ไม่ค่อยดี▁ไม่ สมกับ <CONT_START> งาน ราคา <START>,<ATTRS> ไม่ค่อยดี▁ไม่ สมกับ <CONT_START> งาน ราคา <START> งานไม่ค่อยดี ไม่สมกับราคา
<ATTRS> แย่มาก <CONT_START> เลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง <START>,<ATTRS> แย่มาก <CONT_START> เลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง <START> แย่มากเลย นมใกล้หมดอายุ ครั้งนี้ครั้งสุดท้ายนะคะที่จะสั่ง
<ATTRS> พังไม่คุ้ม <CONT_START> ใช้ได้ไม่กี่เดือนก็ล่ะยังใช้กับราคาที่ซื้อมาเลย <START>,<ATTRS> พังไม่คุ้ม <CONT_START> ใช้ได้ไม่กี่เดือนก็ล่ะยังใช้กับราคาที่ซื้อมาเลย <START> ใช้ได้ไม่กี่เดือนก็พังล่ะยังใช้ไม่คุ้มกับราคาที่ซื้อมาเลย
<ATTRS> ▁เสียดายผิดหวังมากไม่ สั่ง แล้วแย่มาก <CONT_START> ที่ไว้ใจใช้บริการ เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไป ๆๆๆๆๆๆๆๆๆๆๆๆๆๆ <START>,<ATTRS> ▁เสียดายผิดหวังมากไม่ สั่ง แล้วแย่มาก <CONT_START> ที่ไว้ใจใช้บริการ เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไป ๆๆๆๆๆๆๆๆๆๆๆๆๆๆ <START> เสียดายที่ไว้ใจใช้บริการผิดหวังมาก เอาสินค้าของคุณคือไปเถอะ แล้วคืนเงินให้เรา สั่งของก็บ่อยต่อไปไม่สั่งแล้ว แย่มากๆๆๆๆๆๆๆๆๆๆๆๆๆๆ
<ATTRS> แย่มากอย่า <CONT_START> สั่งนะ <START>,<ATTRS> แย่มากอย่า <CONT_START> สั่งนะ <START> แย่มากอย่าสั่งนะ
<ATTRS> แย่มากแย่ไม่ สมกับ <CONT_START>  รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่สุดๆ สินค้าราคาเลย <START>,<ATTRS> แย่มากแย่ไม่ สมกับ <CONT_START>  รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่สุดๆ สินค้าราคาเลย <START> แย่มาก รูปดูสวยหรูดีนะ แต่มาเจอของจริงนี่แย่สุดๆ สินค้าไม่สมกับราคาเลย
<ATTRS> แย่มากเสียดาย <CONT_START> เงิน <START>,<ATTRS> แย่มากเสียดาย <CONT_START> เงิน <START> แย่มากเสียดายเงิน
<ATTRS> เป็น รอย ง่าย <CONT_START> สินค้ามีรอยตำหนิ  <START>,<ATTRS> เป็น รอย ง่าย <CONT_START> สินค้ามีรอยตำหนิ  <START> สินค้ามีรอยตำหนิ เป็นรอยง่าย
<ATTRS> แย่มากเหมือน หมดอายุ <CONT_START> สินค้าคุณภาพ วัสดุแล้ว <START>,<ATTRS> แย่มากเหมือน หมดอายุ <CONT_START> สินค้าคุณภาพ วัสดุแล้ว <START> สินค้าคุณภาพแย่มาก วัสดุเหมือนหมดอายุแล้ว
<ATTRS> สินค้า ส่งมา แตกหักเสีย <CONT_START>  ยังไม่ได้ประกอบเลย ความรู้สึก <START>,<ATTRS> สินค้า ส่งมา แตกหักเสีย <CONT_START>  ยังไม่ได้ประกอบเลย ความรู้สึก <START> สินค้าส่งมาแตกหัก ยังไม่ได้ประกอบเลย เสียความรู้สึก
<ATTRS> ผิดหวังสินค้า ไม่มี <CONT_START> ซื้อแล้วคุณภาพ <START>,<ATTRS> ผิดหวังสินค้า ไม่มี <CONT_START> ซื้อแล้วคุณภาพ <START> ซื้อแล้วผิดหวังสินค้าไม่มีคุณภาพ
<ATTRS> แย่มาก▁เสียดาย <CONT_START>  บิดน้ำไม่แห้ง ตังมาก <START>,<ATTRS> แย่มาก▁เสียดาย <CONT_START>  บิดน้ำไม่แห้ง ตังมาก <START> แย่มาก บิดน้ำไม่แห้ง เสียดายตังมาก
<ATTRS> ตกใจมาก ▁ โคตรไฟ ▁ไม่แย่มีกลิ่น ไหม้ <CONT_START> ตกใจมาก โคตร ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดกับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย <START>,<ATTRS> ตกใจมาก ▁ โคตรไฟ ▁ไม่แย่มีกลิ่น ไหม้ <CONT_START> ตกใจมาก โคตร ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดกับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย <START> ตกใจมาก โคตรแย่ ก่อนหน้านี้ใช้ดี ชอบมาก ปลอดภัยดี ตอนระเบิดมีกลิ่นไหม้กับประกายไฟ ไม่เป็นแผลแต่เป็นดำๆ ที่มือ แสบเล็กน้อย
<ATTRS> คุณภาพ ▁ ก ๊อง▁ไม่ พึงพอใจพลาสติก ด้อย <CONT_START> เลย สินค้าผลิตจากคุณภาพ ก๊องแก๊งมาก <START>,<ATTRS> คุณภาพ ▁ ก ๊อง▁ไม่ พึงพอใจพลาสติก ด้อย <CONT_START> เลย สินค้าผลิตจากคุณภาพ ก๊องแก๊งมาก <START> ไม่พึงพอใจเลย  สินค้าผลิตจากพลาสติกด้อยคุณภาพ  ก๊องแก๊งมาก
<ATTRS> ไม่ดีกล่อง ฉีกขาดไม่สวย <CONT_START> แพ็คของมากเลยครับข้างในเลย <START>,<ATTRS> ไม่ดีกล่อง ฉีกขาดไม่สวย <CONT_START> แพ็คของมากเลยครับข้างในเลย <START> แพ็คของไม่ดีมากเลยครับข้างในกล่องฉีกขาดไม่สวยเลย
<ATTRS> สินค้า ไม่น่า <CONT_START> คุณภาพประทับใจ <START>,<ATTRS> สินค้า ไม่น่า <CONT_START> คุณภาพประทับใจ <START> คุณภาพสินค้าไม่น่าประทับใจ
<ATTRS> แย่▁เสียดาย <CONT_START> วัสดุ ขาดง่าย เงิน <START>,<ATTRS> แย่▁เสียดาย <CONT_START> วัสดุ ขาดง่าย เงิน <START> วัสดุแย่ ขาดง่าย เสียดายเงิน
<ATTRS> ▁อย่ายกเลิกเสีย <CONT_START> ขายเลย โปรนี้เถอะ ความรู้สึก ดูมาหลายเดือนละ <START>,<ATTRS> ▁อย่ายกเลิกเสีย <CONT_START> ขายเลย โปรนี้เถอะ ความรู้สึก ดูมาหลายเดือนละ <START> อย่าขายเลย ยกเลิกโปรนี้เถอะ เสียความรู้สึก ดูมาหลายเดือนละ
<ATTRS> แย่มากหมด <CONT_START> แบตค่ะ เร็วมาก รับประกันไม่ได้ชวยอะไรเลย <START>,<ATTRS> แย่มากหมด <CONT_START> แบตค่ะ เร็วมาก รับประกันไม่ได้ชวยอะไรเลย <START> แบตแย่มากค่ะ หมดเร็วมาก รับประกันไม่ได้ชวยอะไรเลย
<ATTRS> รู้สึกแย่▁ไม่ มั่นใจใน <CONT_START> เห็นแล้ว สินค้าร้านนี้ <START>,<ATTRS> รู้สึกแย่▁ไม่ มั่นใจใน <CONT_START> เห็นแล้ว สินค้าร้านนี้ <START> เห็นแล้วรู้สึกแย่ ไม่มั่นใจในสินค้าร้านนี้
<ATTRS> แย่มากมีกลิ่น ไหม้ข้าว ไม่ สุก <CONT_START> คุณภาพค่ะ ใช้ครั้งแรกออกมาเลยแถมด้วย <START>,<ATTRS> แย่มากมีกลิ่น ไหม้ข้าว ไม่ สุก <CONT_START> คุณภาพค่ะ ใช้ครั้งแรกออกมาเลยแถมด้วย <START> คุณภาพแย่มากค่ะ ใช้ครั้งแรกมีกลิ่นไหม้ออกมาเลยแถมข้าวไม่สุกด้วย
<ATTRS> กว่าจะ ทําเรื่อง คืนเงินเสียเวลาเสียเงินแย่มาก <CONT_START> มากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ ซ้ำอีก ระบบการทำงาน มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้ <START>,<ATTRS> กว่าจะ ทําเรื่อง คืนเงินเสียเวลาเสียเงินแย่มาก <CONT_START> มากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ ซ้ำอีก ระบบการทำงาน มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้ <START> เสียเวลามากๆ กว่าจะทำเรื่องคืนเงินได้ ของก็ต้องใช้ ต้องไปซื้อใหม่ เสียเงินซ้ำอีก ระบบการทำงานแย่มาก มันเหมือนกันมากเลยหรือ ส่งผิดรุ่นได้
<ATTRS> หลอกลวงปลอมโจร <CONT_START>  ต้มตุ๋น เอาของมาขาย ร้าน <START>,<ATTRS> หลอกลวงปลอมโจร <CONT_START>  ต้มตุ๋น เอาของมาขาย ร้าน <START> หลอกลวง ต้มตุ๋น เอาของปลอมมาขาย ร้านโจร
<ATTRS> ต่ํา <CONT_START> เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน <START>,<ATTRS> ต่ํา <CONT_START> เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน <START> เกรดต่ำเหมือนกับว่าเอาของถูกๆมาคละกัน
<ATTRS> ยกเลิกเสีย <CONT_START> สั่งซื้อแล้วอยู่ดีๆมา ความรู้สึกเลยครับ <START>,<ATTRS> ยกเลิกเสีย <CONT_START> สั่งซื้อแล้วอยู่ดีๆมา ความรู้สึกเลยครับ <START> สั่งซื้อแล้วอยู่ดีๆมายกเลิก เสียความรู้สึกเลยครับ
<ATTRS> ▁ไม่ เป็นไปตาม ที่ โฆษณาไม่ตรงมีปัญหาไม่ รับผิดชอบ <CONT_START>  ส่งสินค้าตามกำหนด เมื่อสินค้าใด <START>,<ATTRS> ▁ไม่ เป็นไปตาม ที่ โฆษณาไม่ตรงมีปัญหาไม่ รับผิดชอบ <CONT_START>  ส่งสินค้าตามกำหนด เมื่อสินค้าใด <START> ไม่เป็นไปตามที่โฆษณา ส่งสินค้าไม่ตรงตามกำหนด เมื่อสินค้ามีปัญหาไม่รับผิดชอบใด
<ATTRS> ลูก อับ ชื้นเกินจริงเสียเงินไม่คุ้มแย่มาก <CONT_START> ไม่ซึมซับโฆษณาฟรี <START>,<ATTRS> ลูก อับ ชื้นเกินจริงเสียเงินไม่คุ้มแย่มาก <CONT_START> ไม่ซึมซับโฆษณาฟรี <START> ไม่ซึมซับลูกอับชื้นโฆษณาเกินจริงเสียเงินฟรีไม่คุ้มแย่มาก
<ATTRS> แย่มากกล่อง ก็ไม่มีทุเรศ <CONT_START> ไม่มีคู่มือ ครับ  ใส่ถุงมาให้ มากครับ <START>,<ATTRS> แย่มากกล่อง ก็ไม่มีทุเรศ <CONT_START> ไม่มีคู่มือ ครับ  ใส่ถุงมาให้ มากครับ <START> ไม่มีคู่มือ แย่มากครับ กล่องก็ไม่มี ใส่ถุงมาให้ ทุเรศมากครับ
<ATTRS> ไม่ตรงแย่ๆ <CONT_START> สินค้าปก ของคุณภาพร้อยกว่าบาท  <START>,<ATTRS> ไม่ตรงแย่ๆ <CONT_START> สินค้าปก ของคุณภาพร้อยกว่าบาท  <START> สินค้าไม่ตรงปก ของคุณภาพร้อยกว่าบาท แย่ๆ
<ATTRS> แย่มากแต่ไม่ได้ ของ <CONT_START> ๆสั่งของจ่ายเงิน ! <START>,<ATTRS> แย่มากแต่ไม่ได้ ของ <CONT_START> ๆสั่งของจ่ายเงิน ! <START> แย่มากๆสั่งของจ่ายเงิน แต่ไม่ได้ของ!
<ATTRS> พัง <CONT_START> ใช้ได้แป็บเดียวแล้ว <START>,<ATTRS> พัง <CONT_START> ใช้ได้แป็บเดียวแล้ว <START> ใช้ได้แป็บเดียวพังแล้ว
<ATTRS> สินค้า ชํารุด <CONT_START> สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก <START>,<ATTRS> สินค้า ชํารุด <CONT_START> สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก <START> สินค้าชำรุด ส่งมาถึงแกะดู สินค้าแตก
<ATTRS> พัง <CONT_START> ซื้อมายังไม่ทันเล่นเลยซะแล้ว <START>,<ATTRS> พัง <CONT_START> ซื้อมายังไม่ทันเล่นเลยซะแล้ว <START> ซื้อมายังไม่ทันเล่นเลยพังซะแล้ว
<ATTRS> เสียไม่ตรง <CONT_START> ความรู้สึกค่ะมาที่สั่ง <START>,<ATTRS> เสียไม่ตรง <CONT_START> ความรู้สึกค่ะมาที่สั่ง <START> เสียความรู้สึกค่ะมาไม่ตรงที่สั่ง
<ATTRS>  <CONT_START> มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย <START>,<ATTRS>  <CONT_START> มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย <START> มันผิดพลาดอะไรหรือลงรูปเพื่อหลอกให้คนสั่งซื้ออธิบายหน่อย
<ATTRS> ไม่ค่อยดี <CONT_START> สินค้าคุณภาพ <START>,<ATTRS> ไม่ค่อยดี <CONT_START> สินค้าคุณภาพ <START> สินค้าคุณภาพไม่ค่อยดี
<ATTRS> ▁ถ้ามี ตําหนิแย่มากไม่ไหว <CONT_START> สินค้ามีตำหนิ ๆ ๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ <START>,<ATTRS> ▁ถ้ามี ตําหนิแย่มากไม่ไหว <CONT_START> สินค้ามีตำหนิ ๆ ๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ <START> สินค้ามีตำหนิ แย่มากๆ ไม่ไหวๆเลย ถ้ามีตำหนิก็บอกด้วยครับ จะได้ทำใจก่อนซื้อ
<ATTRS>  <CONT_START> เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก <START>,<ATTRS>  <CONT_START> เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก <START> เปราะบางมากความแข็งแรงน้อย มันง่ายต่อการแตกหัก
<ATTRS> ตําหนิ แพ็คช้า สินค้าไม่ดี <CONT_START> ขนส่งก็มีตำหนิแพ็คสินค้ามีรอยบุบ <START>,<ATTRS> ตําหนิ แพ็คช้า สินค้าไม่ดี <CONT_START> ขนส่งก็มีตำหนิแพ็คสินค้ามีรอยบุบ <START> ขนส่งก็ช้าสินค้ามีตำหนิแพ็คสินค้าไม่ดีมีรอยบุบ
<ATTRS> ปลอมบรรจุภัณฑ์ เหมือน ก๊อป▁เสียดาย <CONT_START> สินค้าเหมือนของ เนื่อครีมเหมือนซอง 10 บาท มา ไม่เหมือนของจริงในห้างเลย ตังค์ ซื้อมาทิ้ง <START>,<ATTRS> ปลอมบรรจุภัณฑ์ เหมือน ก๊อป▁เสียดาย <CONT_START> สินค้าเหมือนของ เนื่อครีมเหมือนซอง 10 บาท มา ไม่เหมือนของจริงในห้างเลย ตังค์ ซื้อมาทิ้ง <START> สินค้าเหมือนของปลอม เนื่อครีมเหมือนซอง 10 บาท บรรจุภัณฑ์เหมือนก๊อปมา ไม่เหมือนของจริงในห้างเลย เสียดายตังค์ ซื้อมาทิ้ง
<ATTRS> ไม่ดี <CONT_START> รายการ ที่จับและสั้น <START>,<ATTRS> ไม่ดี <CONT_START> รายการ ที่จับและสั้น <START> รายการไม่ดี ที่จับไม่ดีและสั้น
<ATTRS>  <CONT_START> อ้าว อยากมีเรื่องหรอวะ ไอ้หัวเกรียน! <START>,<ATTRS>  <CONT_START> อ้าว อยากมีเรื่องหรอวะ ไอ้หัวเกรียน! <START> อ้าว อยากมีเรื่องหรอวะ ไอ้หัวเกรียน!
<ATTRS> เหี้ยอย่าเสือก <CONT_START>  สัตว์มึงดิ <START>,<ATTRS> เหี้ยอย่าเสือก <CONT_START>  สัตว์มึงดิ <START> เหี้ย สัตว์มึงอย่าเสือกดิ
<ATTRS> ทรยศอย่า <CONT_START> ไอ้คน แกหวังว่าจะตายดี <START>,<ATTRS> ทรยศอย่า <CONT_START> ไอ้คน แกหวังว่าจะตายดี <START> ไอ้คนทรยศ แกอย่าหวังว่าจะตายดี
<ATTRS>  <CONT_START> ทปอ. ว่าแต่เขาอิเหนาเป็นเอง ขี้คุยชมัด <START>,<ATTRS>  <CONT_START> ทปอ. ว่าแต่เขาอิเหนาเป็นเอง ขี้คุยชมัด <START> ทปอ. ว่าแต่เขาอิเหนาเป็นเอง ขี้คุยชมัด
<ATTRS> ค้างเซ็ง <CONT_START> มือถืออ่ะ จัง <START>,<ATTRS> ค้างเซ็ง <CONT_START> มือถืออ่ะ จัง <START> มือถือค้างอ่ะ เซ็งจัง
<ATTRS> แต้ม ▁ 😭น่าเสียดาย <CONT_START> อ่ะน้องแกพลาดประธานตึกไปแค่ 16 แต้ม 😭 <START>,<ATTRS> แต้ม ▁ 😭น่าเสียดาย <CONT_START> อ่ะน้องแกพลาดประธานตึกไปแค่ 16 แต้ม 😭 <START> น่าเสียดายอ่ะน้องแกพลาดประธานตึกไปแค่ 16 แต้ม 😭
<ATTRS> ▁หยุด ใช้ น้ําหอม ยี่ห้อเรารู้สึก เหม็น <CONT_START> เหม็น หยุดใช้น้ำหอมยี่ห้อนี้ได้มะ ฉุนๆ มากกว่าหอมอ่า._. <START>,<ATTRS> ▁หยุด ใช้ น้ําหอม ยี่ห้อเรารู้สึก เหม็น <CONT_START> เหม็น หยุดใช้น้ำหอมยี่ห้อนี้ได้มะ ฉุนๆ มากกว่าหอมอ่า._. <START> เหม็น หยุดใช้น้ำหอมยี่ห้อนี้ได้มะ เรารู้สึกเหม็นฉุนๆ มากกว่าหอมอ่า._.
<ATTRS> จนเกือบ จะใช้ ไม่ได้ <CONT_START> ของเก่า เหมือนอายุเจ้าของที่ใกล้ลงโลง <START>,<ATTRS> จนเกือบ จะใช้ ไม่ได้ <CONT_START> ของเก่า เหมือนอายุเจ้าของที่ใกล้ลงโลง <START> ของเก่าจนเกือบจะใช้ไม่ได้ เหมือนอายุเจ้าของที่ใกล้ลงโลง
<ATTRS> ไม่ชอบเกลียดขี้ หน้า <CONT_START> เราเฌอปราง แบบนาง <START>,<ATTRS> ไม่ชอบเกลียดขี้ หน้า <CONT_START> เราเฌอปราง แบบนาง <START> เราไม่ชอบเฌอปราง แบบเกลียดขี้หน้านาง
<ATTRS> แย่▁ไอ้ ลูก ทร <CONT_START> แล้วจะให้ฉันทำยังไง แกทำตัวซะขนาดนี้ พี <START>,<ATTRS> แย่▁ไอ้ ลูก ทร <CONT_START> แล้วจะให้ฉันทำยังไง แกทำตัวซะขนาดนี้ พี <START> แล้วจะให้ฉันทำยังไง แกทำตัวแย่ซะขนาดนี้ ไอ้ลูกทรพี
<ATTRS> กากได้คะแนน น้อย <CONT_START> วะ ไอ้เมากาวสายนู้ป กูไม่เคยขนาดมึง <START>,<ATTRS> กากได้คะแนน น้อย <CONT_START> วะ ไอ้เมากาวสายนู้ป กูไม่เคยขนาดมึง <START> กากวะ ไอ้เมากาวสายนู้ป กูไม่เคยได้คะแนนน้อยขนาดมึง
<ATTRS> ชอบ นินทา ชาวบ้าน <CONT_START> ก็แค่พวก <START>,<ATTRS> ชอบ นินทา ชาวบ้าน <CONT_START> ก็แค่พวก <START> ก็แค่พวกชอบนินทาชาวบ้าน
<ATTRS> เบื่อไร้ ความรู้สึกไม่ไหวแล้ว <CONT_START> ย้ายที่สักทีเถอะ หนูยัยคนนี้ จนจะทนต่อไป <START>,<ATTRS> เบื่อไร้ ความรู้สึกไม่ไหวแล้ว <CONT_START> ย้ายที่สักทีเถอะ หนูยัยคนนี้ จนจะทนต่อไป <START> ย้ายที่สักทีเถอะ หนูเบื่อยัยไร้ความรู้สึกคนนี้ จนจะทนต่อไปไม่ไหวแล้ว
<ATTRS> รังเกียจ พวกเกิน <CONT_START> เอมี่เดินออกจากวงสนทนาเงียบๆ ชอบดราม่าเหตุ <START>,<ATTRS> รังเกียจ พวกเกิน <CONT_START> เอมี่เดินออกจากวงสนทนาเงียบๆ ชอบดราม่าเหตุ <START> เอมี่เดินออกจากวงสนทนาเงียบๆ รังเกียจพวกชอบดราม่าเกินเหตุ
<ATTRS> ห่วยแตก <CONT_START> ครูรุ่งทิวา วาดรูปเมมเบรนของเซลล์เม็ดเลือดได้ มาก มว๊ากแก <START>,<ATTRS> ห่วยแตก <CONT_START> ครูรุ่งทิวา วาดรูปเมมเบรนของเซลล์เม็ดเลือดได้ มาก มว๊ากแก <START> ครูรุ่งทิวา วาดรูปเมมเบรนของเซลล์เม็ดเลือดได้ห่วยแตก มาก มว๊ากแก
<ATTRS> ▁เบื่อ <CONT_START> พวกชอบอวดแฟนให้กับคนที่เพิ่งอกหักหมาดๆ แบบกูว่ะ เต้ <START>,<ATTRS> ▁เบื่อ <CONT_START> พวกชอบอวดแฟนให้กับคนที่เพิ่งอกหักหมาดๆ แบบกูว่ะ เต้ <START> เบื่อพวกชอบอวดแฟนให้กับคนที่เพิ่งอกหักหมาดๆ แบบกูว่ะ เต้
<ATTRS> น่ารําคาญ <CONT_START> หยุดเถอะ ขอละนะ มันน่ารำคาญ <START>,<ATTRS> น่ารําคาญ <CONT_START> หยุดเถอะ ขอละนะ มันน่ารำคาญ <START> หยุดเถอะ ขอละนะ มันน่ารำคาญ
<ATTRS> ▁กู ไม่เชื่อ <CONT_START> สาบานเหอะว่าที่แกพูดนะ แกไม่รู้ความหมาย หรอกโว้ย <START>,<ATTRS> ▁กู ไม่เชื่อ <CONT_START> สาบานเหอะว่าที่แกพูดนะ แกไม่รู้ความหมาย หรอกโว้ย <START> สาบานเหอะว่าที่แกพูดนะ แกไม่รู้ความหมาย กูไม่เชื่อหรอกโว้ย
<ATTRS> แม่งโกหก <CONT_START> อย่าไปเชื่ออิพลอย พลอยชอบ <START>,<ATTRS> แม่งโกหก <CONT_START> อย่าไปเชื่ออิพลอย พลอยชอบ <START> อย่าไปเชื่ออิพลอย พลอยแม่งชอบโกหก
<ATTRS> วิดีโอ ก็ดู ไม่ได้ <CONT_START> อยากให้ดู <START>,<ATTRS> วิดีโอ ก็ดู ไม่ได้ <CONT_START> อยากให้ดู <START> อยากให้ดูวิดีโอก็ดูไม่ได้
<ATTRS> ทนไม่ไหว <CONT_START> จะแปบหนึ่งอีกกี่ครั้ง เราแล้วจิงๆ <START>,<ATTRS> ทนไม่ไหว <CONT_START> จะแปบหนึ่งอีกกี่ครั้ง เราแล้วจิงๆ <START> จะแปบหนึ่งอีกกี่ครั้ง เราทนไม่ไหวแล้วจิงๆ
<ATTRS>  <CONT_START> ขี้เกียจทำงานชีวะอ่ะ <START>,<ATTRS>  <CONT_START> ขี้เกียจทำงานชีวะอ่ะ <START> ขี้เกียจทำงานชีวะอ่ะ
<ATTRS> แม่ง <CONT_START> ฐิตาเย็นชาที่สุดในสามโลก <START>,<ATTRS> แม่ง <CONT_START> ฐิตาเย็นชาที่สุดในสามโลก <START> ฐิตาแม่งเย็นชาที่สุดในสามโลก
<ATTRS> บีทีเอส นานมาก <CONT_START> รอรถไฟฟ้าๆวันนี้ <START>,<ATTRS> บีทีเอส นานมาก <CONT_START> รอรถไฟฟ้าๆวันนี้ <START> รอรถไฟฟ้าบีทีเอสนานมากๆวันนี้
<ATTRS> เละ <CONT_START> แม่เจ้า น้องหมาทำห้องอีกหรอ เป็นลมแปบ <START>,<ATTRS> เละ <CONT_START> แม่เจ้า น้องหมาทำห้องอีกหรอ เป็นลมแปบ <START> แม่เจ้า น้องหมาทำห้องเละอีกหรอ เป็นลมแปบ
